stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
252.0,영광군,2019-09-11,24.2,22.7,359.0,27.8,1411.0,0.0,,0.0,,,0.0,5.8,250.0,1328.0,3.7,250.0,1431.0,1.2,1073.0,250.0,22.8,78.0,1417.0,92.3,27.7,1009.9,1015.0,918.0,1012.9,1558.0,1014.1,12.6,6.6,1300.0,3.08,18.18,,,,,,5.5,2.1,25.9,22.0,26.9,26.4,26.2,25.8,,,,,,2.9,4.1,,,
252.0,영광군,2019-09-12,23.0,20.1,2226.0,25.3,1343.0,0.7,18.0,2.2,8.0,,2.3,4.0,250.0,1048.0,2.0,250.0,1502.0,0.7,634.0,250.0,21.5,78.0,1328.0,92.1,25.7,1010.6,1016.6,1043.0,1013.9,1453.0,1014.9,12.6,0.0,1100.0,1.16,7.03,,,,,,8.5,2.8,24.2,21.3,25.7,25.8,26.3,25.9,,,,,,1.5,2.1,,,
252.0,영광군,2019-09-13,23.0,19.7,631.0,28.0,1424.0,,,,,,,5.4,250.0,1514.0,3.3,250.0,1519.0,0.8,715.0,250.0,19.7,60.0,1209.0,83.3,23.0,1008.8,1014.4,1.0,1011.1,1603.0,1013.0,12.5,9.7,1100.0,3.06,20.78,,,,,,5.5,0.9,28.4,20.6,26.3,25.8,26.0,25.6,,,,,,3.5,5.0,,,
252.0,영광군,2019-09-14,23.1,18.8,708.0,28.0,1325.0,,,,,,,6.4,250.0,1347.0,3.4,250.0,1438.0,1.1,913.0,250.0,20.3,63.0,1310.0,85.6,23.9,1007.8,1013.5,902.0,1010.5,1635.0,1012.0,12.5,9.3,1300.0,2.98,20.02,,,,,,6.9,1.5,27.9,19.5,26.1,25.8,26.0,25.7,,,,,,3.2,4.6,,,
252.0,영광군,2019-09-15,23.7,21.3,2324.0,28.4,1402.0,,,,,,,7.2,250.0,1613.0,3.6,250.0,1438.0,1.3,1110.0,250.0,21.4,69.0,1210.0,88.0,25.6,1006.1,1011.7,1.0,1008.5,1519.0,1010.4,12.4,8.2,1400.0,2.69,18.45,,,,,,6.3,2.3,28.0,21.2,26.7,26.4,26.4,26.0,,,,,,3.0,4.3,,,
252.0,영광군,2019-09-16,23.2,20.3,226.0,27.5,1213.0,,,,,,,6.7,250.0,1546.0,3.5,250.0,1336.0,1.2,1044.0,250.0,21.0,69.0,1204.0,88.3,24.8,1005.9,1011.7,2346.0,1008.8,1538.0,1010.2,12.4,7.7,1300.0,2.8,18.19,,,,,,4.6,2.0,26.7,20.2,26.0,26.0,26.3,26.0,,,,,,3.1,4.5,,,
252.0,영광군,2019-09-17,22.0,17.0,658.0,29.0,1338.0,,,,,,,5.1,250.0,1534.0,2.9,250.0,1728.0,0.9,802.0,250.0,16.4,27.0,1540.0,76.8,19.0,1009.8,1015.5,1050.0,1011.4,20.0,1014.1,12.4,11.5,1200.0,3.16,23.46,,,,,,1.9,0.0,27.2,17.2,25.6,25.5,25.9,25.7,,,,,,4.1,5.9,,,
252.0,영광군,2019-09-18,20.0,13.8,2348.0,25.9,1204.0,,,,,,,10.3,250.0,1228.0,5.3,250.0,1451.0,2.0,1735.0,250.0,15.5,49.0,1205.0,76.9,17.8,1012.4,1018.4,2110.0,1014.6,1.0,1016.8,12.3,11.2,1200.0,3.21,22.84,,,,,,2.8,0.8,24.4,14.3,24.4,24.6,25.5,25.4,,,,,,4.0,5.7,,,
252.0,영광군,2019-09-19,17.9,10.3,603.0,25.2,1302.0,,,,,,,5.6,250.0,1608.0,3.1,250.0,1353.0,1.2,1040.0,250.0,13.2,51.0,1253.0,76.4,15.4,1013.4,1019.6,640.0,1016.5,1631.0,1017.7,12.3,11.5,1200.0,3.15,22.93,,,,,,1.9,0.0,22.8,11.1,22.8,23.1,24.2,24.4,,,,,,,,,,
252.0,영광군,2019-09-20,19.1,14.9,516.0,23.7,1446.0,,,,,,,4.8,20.0,1649.0,2.0,50.0,1410.0,0.8,712.0,,15.9,61.0,1428.0,83.0,18.1,1011.6,1017.3,2244.0,1014.7,1532.0,1016.0,12.3,1.2,1300.0,1.92,10.18,,,,,,8.3,1.0,21.4,15.5,22.3,22.6,23.8,24.0,,,,,,,,,,
252.0,영광군,2019-09-21,17.0,16.2,559.0,18.6,1127.0,2.7,2148.0,12.3,2139.0,,61.2,6.9,50.0,2259.0,4.3,50.0,2306.0,1.2,1073.0,,16.4,88.0,1.0,97.0,18.7,1011.4,1017.5,937.0,1013.3,2356.0,1015.8,12.2,0.0,1000.0,0.49,2.35,,,,,,9.8,3.3,16.9,16.7,20.1,20.8,22.8,23.2,,,,,,,,,,
252.0,영광군,2019-09-22,17.4,16.2,234.0,19.5,1944.0,4.7,1230.0,19.7,1201.0,,93.7,13.3,20.0,1556.0,8.1,20.0,1605.0,3.1,2660.0,,15.8,72.0,2030.0,91.0,17.9,1002.4,1013.3,1.0,1002.4,1617.0,1006.7,12.2,0.0,1500.0,0.3,1.12,,,,,,8.3,,17.0,16.7,18.5,19.0,20.8,21.5,,,,,,,,,,
252.0,영광군,2019-09-23,18.1,13.2,2400.0,23.0,1229.0,0.1,,0.1,,,0.1,8.2,230.0,1.0,6.2,230.0,2.0,1.8,1513.0,,13.7,53.0,1433.0,77.3,15.7,1010.4,1018.2,2254.0,1007.7,1.0,1014.7,12.2,10.7,1200.0,3.17,22.62,,,,,,1.9,0.0,23.7,14.2,20.9,20.7,21.1,21.1,,,,,,,,,,
252.0,영광군,2019-09-24,17.2,11.6,559.0,23.6,1157.0,,,,,,,6.4,50.0,1656.0,3.6,50.0,1704.0,1.0,867.0,50.0,14.1,53.0,1149.0,84.0,16.1,1014.8,1020.7,2309.0,1017.7,107.0,1019.2,12.1,11.4,1100.0,3.04,20.35,,,,,,2.3,0.1,21.8,12.3,20.4,20.3,21.3,21.4,,,,,,,,,,
252.0,영광군,2019-09-25,18.3,12.3,558.0,24.7,1237.0,,,,,,,5.2,360.0,1605.0,3.4,360.0,1607.0,0.9,740.0,90.0,15.0,43.0,1224.0,83.9,17.1,1017.3,1023.4,2245.0,1020.5,4.0,1021.7,12.1,6.8,1100.0,2.58,15.23,,,,,,8.6,1.1,21.8,13.3,20.5,20.5,21.3,21.5,,,,,,,,,,
252.0,영광군,2019-09-26,20.4,16.0,543.0,26.2,1502.0,,,,,,,5.4,50.0,1611.0,2.8,50.0,1614.0,0.9,773.0,,16.9,58.0,1506.0,82.5,19.3,1018.6,1024.1,935.0,1022.0,305.0,1023.0,12.0,6.4,1100.0,2.33,15.05,,,,,,6.9,0.8,26.5,16.3,,,,,,,,,,,,,,
252.0,영광군,2019-09-27,,16.6,415.0,29.0,1317.0,,,,,,,4.3,320.0,1428.0,2.2,320.0,1428.0,1.1,923.0,,,58.0,1251.0,,,,1023.2,14.0,1019.5,1704.0,,12.0,6.3,1300.0,2.66,12.07,,,,,,4.9,,30.2,16.8,,,,,,,,,,,,,,
252.0,영광군,2019-09-28,22.8,19.6,320.0,27.5,1229.0,0.4,524.0,0.4,446.0,,0.4,5.2,20.0,1640.0,3.7,20.0,1634.0,0.9,792.0,360.0,20.7,72.0,1129.0,88.8,24.4,1013.8,1019.8,1.0,1016.4,1533.0,1018.1,12.0,8.0,1400.0,2.29,15.27,,,,,,4.9,1.6,28.4,19.6,24.5,24.0,23.9,23.3,,,,,,2.5,3.6,,,
252.0,영광군,2019-09-29,21.1,17.2,2335.0,26.4,1158.0,,,,,,,7.4,360.0,1504.0,4.2,360.0,1516.0,1.2,1012.0,20.0,18.2,53.0,1525.0,85.3,20.9,1012.4,1018.1,915.0,1015.2,1638.0,1016.7,11.9,8.7,1300.0,2.62,17.77,,,,,,2.3,0.0,25.0,17.2,23.9,23.8,24.0,23.7,,,,,,3.1,4.4,,,
252.0,영광군,2019-09-30,20.5,14.6,618.0,27.3,1305.0,,,,,,,5.0,270.0,1413.0,3.4,250.0,1412.0,0.9,749.0,250.0,17.6,62.0,1507.0,84.6,20.2,1012.5,1017.9,2222.0,1015.7,1545.0,1016.8,11.9,10.5,1200.0,2.58,18.7,,,,,,3.6,0.9,26.8,15.2,23.2,23.0,23.5,23.3,,,,,,3.0,4.2,,,
252.0,영광군,2019-10-01,19.8,18.0,358.0,22.6,1043.0,15.4,1148.0,23.1,1144.0,,41.3,8.2,160.0,1453.0,4.7,160.0,1454.0,1.0,849.0,160.0,19.2,89.0,141.0,96.3,22.3,1013.2,1019.4,1147.0,1015.4,2205.0,1017.6,11.9,0.0,1000.0,0.34,0.95,,,,,,9.5,0.5,20.1,18.2,21.5,21.8,22.9,23.1,,,,,,0.4,0.5,,,
252.0,영광군,2019-10-02,20.5,18.8,424.0,22.2,1642.0,4.2,735.0,13.1,1026.0,,81.1,7.7,20.0,2334.0,5.3,20.0,2334.0,1.6,1363.0,20.0,20.1,92.0,353.0,97.9,23.6,1002.1,1016.5,1.0,996.6,2257.0,1006.4,11.8,0.0,1300.0,0.71,2.58,,,,,,10.0,4.0,20.3,19.2,21.3,21.3,22.1,22.2,,,,,,0.7,1.0,,,
252.0,영광군,2019-10-03,21.2,18.6,2358.0,25.0,1426.0,0.6,46.0,1.1,204.0,,3.3,11.2,360.0,529.0,5.5,20.0,53.0,2.4,2067.0,340.0,19.5,75.0,1430.0,90.9,22.7,1003.3,1012.1,2339.0,996.7,1.0,1007.6,11.8,4.0,1400.0,2.43,11.93,,,,,,3.7,1.5,25.2,18.4,22.8,22.4,22.6,22.3,,,,,,2.1,3.0,,,
252.0,영광군,2019-10-04,20.9,17.4,247.0,26.7,1451.0,,,,,,,5.0,250.0,1512.0,2.8,250.0,1231.0,1.0,823.0,270.0,18.8,64.0,1424.0,88.8,21.7,1009.3,1015.3,2207.0,1012.0,1.0,1013.6,11.7,10.7,1200.0,2.88,19.5,,,,,,5.5,0.4,26.7,17.2,23.4,22.9,22.9,22.6,,,,,,3.0,4.2,,,
252.0,영광군,2019-10-05,17.0,12.6,2303.0,19.3,1354.0,,,,,,,6.8,340.0,1141.0,3.5,340.0,1144.0,1.4,1172.0,340.0,14.6,73.0,1350.0,86.6,16.7,1012.9,1020.1,2332.0,1015.1,257.0,1017.3,11.7,0.6,1300.0,1.13,6.28,,,,,,8.4,5.5,18.6,13.3,20.7,21.2,22.5,22.6,,,,,,1.2,1.7,,,
252.0,영광군,2019-10-06,18.1,12.1,218.0,23.6,1442.0,0.0,,0.0,,,0.0,6.2,320.0,1442.0,3.2,20.0,1509.0,0.9,804.0,360.0,15.2,61.0,1348.0,84.8,17.4,1017.1,1023.0,841.0,1019.9,1.0,1021.5,11.7,5.6,1100.0,2.62,14.31,,,,,,7.8,2.6,20.4,13.1,20.6,20.5,21.3,21.5,,,,,,2.2,3.1,,,
252.0,영광군,2019-10-07,16.0,15.1,420.0,18.3,1.0,1.7,1151.0,5.4,1142.0,,19.0,4.8,160.0,139.0,2.8,20.0,743.0,1.0,897.0,360.0,15.1,74.0,213.0,95.1,17.2,1013.5,1020.9,1.0,1015.8,1413.0,1017.9,11.6,0.0,1000.0,0.31,1.79,,,,,,9.4,3.5,16.8,16.2,19.0,19.5,21.0,21.3,,,,,,0.5,0.8,,,
252.0,영광군,2019-10-08,15.8,10.8,2358.0,21.4,1211.0,,,,,,,8.5,320.0,1136.0,4.6,320.0,1231.0,1.9,1605.0,340.0,11.6,54.0,1721.0,77.5,13.8,1015.2,1022.1,2218.0,1017.5,138.0,1019.7,11.6,8.8,1100.0,2.71,16.93,,,,,,4.4,0.1,18.4,10.8,18.9,19.2,20.3,20.6,,,,,,2.8,3.9,,,
252.0,영광군,2019-10-09,12.9,6.8,616.0,20.0,1345.0,,,,,,,6.7,20.0,1437.0,3.5,360.0,1438.0,1.2,1021.0,20.0,7.5,37.0,1246.0,73.6,10.5,1015.4,1022.6,859.0,1017.6,1728.0,1019.9,11.6,10.9,1200.0,2.95,20.33,,,,,,1.8,0.0,18.9,7.8,17.1,17.5,19.1,19.7,,,,,,3.1,4.4,,,
252.0,영광군,2019-10-10,15.2,7.5,636.0,22.2,1452.0,,,,,,,4.6,20.0,1559.0,2.4,20.0,1200.0,0.9,805.0,20.0,10.9,42.0,1330.0,78.8,13.1,1011.6,1018.2,2.0,1014.0,1636.0,1016.0,11.5,8.7,1100.0,2.77,16.68,,,,,,7.0,2.6,19.3,8.8,17.9,17.9,18.9,19.2,,,,,,2.8,4.0,,,
252.0,영광군,2019-10-11,17.5,11.8,534.0,24.0,1353.0,,,,,,,7.5,340.0,1315.0,4.3,20.0,1306.0,1.4,1194.0,360.0,13.8,50.0,1255.0,80.6,15.9,1009.7,1015.8,938.0,1012.2,1529.0,1014.0,11.5,9.6,1200.0,2.67,17.29,,,,,,5.0,1.3,22.3,12.1,19.3,19.2,19.7,19.7,,,,,,3.0,4.3,,,
252.0,영광군,2019-10-12,18.3,12.8,459.0,25.0,1520.0,,,,,,,7.1,340.0,1249.0,4.1,360.0,1454.0,1.4,1176.0,20.0,12.4,39.0,1521.0,71.6,14.4,1010.5,1018.1,2351.0,1013.1,1431.0,1014.8,11.5,10.8,1200.0,2.72,18.62,,,,,,0.9,0.0,22.4,12.3,19.4,19.4,20.0,20.0,,,,,,3.5,5.0,,,
252.0,영광군,2019-10-13,15.9,10.1,538.0,23.4,1247.0,,,,,,,4.7,270.0,1402.0,2.9,250.0,1413.0,0.9,738.0,70.0,10.3,38.0,1506.0,73.5,12.6,1017.1,1023.7,2223.0,1018.0,7.0,1021.5,11.4,10.6,1200.0,2.76,18.77,,,,,,2.0,0.4,22.2,9.8,18.9,18.9,19.8,19.7,,,,,,2.9,4.2,,,
252.0,영광군,2019-10-14,13.4,8.8,2347.0,20.3,1029.0,,,,,,,11.0,360.0,1121.0,6.1,360.0,1130.0,1.9,1621.0,360.0,10.0,57.0,1614.0,81.8,12.4,1021.3,1028.1,2242.0,1023.4,243.0,1025.8,11.4,7.2,1000.0,1.95,11.72,,,,,,4.5,0.4,16.8,8.3,16.6,17.2,18.9,19.3,,,,,,2.0,2.8,,,
252.0,영광군,2019-10-15,11.4,5.4,632.0,18.7,1342.0,,,,,,,4.8,360.0,1447.0,2.5,20.0,1428.0,0.9,741.0,20.0,7.4,49.0,1348.0,78.8,10.4,1023.4,1029.3,843.0,1026.6,1517.0,1028.0,11.3,9.5,1300.0,2.14,15.1,,,,,,1.6,0.0,16.3,5.5,15.5,15.8,17.6,18.2,,,,,,2.2,3.2,,,
252.0,영광군,2019-10-16,13.6,7.9,348.0,20.4,1310.0,,,,,,,6.0,20.0,1312.0,3.1,360.0,1359.0,0.9,735.0,360.0,10.1,51.0,1311.0,81.9,12.4,1021.6,1028.7,109.0,1024.3,1456.0,1026.1,11.3,9.0,1100.0,2.39,15.72,,,,,,6.6,0.0,18.5,8.6,16.3,16.4,17.7,18.0,,,,,,2.4,3.4,,,
252.0,영광군,2019-10-17,14.2,10.3,551.0,20.2,1219.0,,,,,,,6.0,360.0,1404.0,3.5,360.0,1410.0,0.9,781.0,360.0,10.7,53.0,1124.0,81.8,12.9,1019.3,1025.0,1.0,1022.2,1529.0,1023.8,11.3,4.9,1100.0,2.45,11.64,,,,,,6.5,1.3,18.2,11.6,16.5,16.7,17.9,18.1,,,,,,1.7,2.4,,,
252.0,영광군,2019-10-18,15.3,10.3,7.0,20.6,1245.0,0.4,1556.0,0.8,1545.0,,0.8,3.6,20.0,627.0,2.4,20.0,630.0,0.7,618.0,50.0,12.7,57.0,1242.0,85.6,14.7,1016.2,1023.8,4.0,1018.9,1625.0,1020.7,11.2,0.9,1200.0,1.57,7.76,,,,,,8.8,3.8,17.3,11.5,16.8,16.7,17.8,18.0,,,,,,1.3,1.8,,,
252.0,영광군,2019-10-19,15.6,10.5,633.0,21.4,1358.0,,,,,,,9.0,20.0,1412.0,4.3,360.0,1439.0,1.3,1083.0,360.0,13.5,59.0,1402.0,89.0,15.5,1016.4,1022.2,2343.0,1019.2,322.0,1020.9,11.2,9.9,1200.0,2.62,16.87,,,,,,3.0,0.0,19.0,11.1,18.0,17.8,18.4,18.4,,,,,,2.4,3.4,,,
252.0,영광군,2019-10-20,15.3,10.8,333.0,22.1,1248.0,,,,,,,5.8,360.0,1354.0,3.2,20.0,1348.0,1.1,968.0,20.0,12.7,55.0,1233.0,86.4,14.7,1016.9,1023.8,929.0,1019.7,1608.0,1021.4,11.2,7.7,1200.0,2.67,15.27,,,,,,3.4,0.0,17.6,12.3,17.8,17.8,18.4,18.5,,,,,,2.5,3.5,,,
252.0,영광군,2019-10-21,15.2,8.5,457.0,22.5,1300.0,,,,,,,6.6,20.0,1309.0,3.3,360.0,1335.0,1.1,944.0,20.0,12.2,45.0,1246.0,85.3,14.3,1013.4,1020.3,1.0,1015.7,1455.0,1017.8,11.1,9.8,1200.0,2.58,16.71,,,,,,4.6,0.0,17.8,10.3,17.4,17.4,18.3,18.5,,,,,,2.7,3.9,,,
252.0,영광군,2019-10-22,15.6,8.1,650.0,23.5,1342.0,,,,,,,5.6,270.0,1343.0,3.0,270.0,1404.0,0.7,614.0,360.0,11.6,46.0,1252.0,80.4,13.7,1012.7,1018.2,844.0,1015.5,1349.0,1017.1,11.1,10.4,1200.0,2.6,16.94,,,,,,4.4,0.0,19.5,9.8,17.8,17.6,18.4,18.4,,,,,,2.7,3.8,,,
252.0,영광군,2019-10-23,16.0,12.8,103.0,19.2,1459.0,,,,,,,4.0,20.0,1323.0,2.3,20.0,2039.0,0.6,481.0,90.0,13.2,66.0,1507.0,84.5,15.2,1013.1,1018.8,1031.0,1015.8,1431.0,1017.5,11.1,0.0,1100.0,0.84,4.8,,,,,,9.6,1.1,17.4,13.8,17.1,17.3,18.3,18.4,,,,,,0.9,1.3,,,
252.0,영광군,2019-10-24,17.4,13.0,648.0,23.9,1402.0,,,,,,,6.2,360.0,1540.0,3.6,340.0,1557.0,1.1,940.0,20.0,13.3,44.0,1348.0,79.8,15.3,1013.1,1019.2,852.0,1015.3,1410.0,1017.5,11.0,9.4,1200.0,2.53,15.72,,,,,,3.8,0.6,20.6,13.0,18.8,18.5,18.7,18.5,,,,,,2.6,3.8,,,
252.0,영광군,2019-10-25,16.5,10.3,650.0,21.7,1143.0,0.0,,0.0,,,0.0,7.2,20.0,2327.0,3.6,340.0,2238.0,1.5,1324.0,340.0,12.3,49.0,1414.0,78.6,14.4,1013.8,1019.9,2154.0,1016.8,352.0,1018.2,11.0,8.6,1100.0,2.37,13.56,,,,,,5.8,0.9,20.4,10.6,18.0,17.8,18.6,18.6,,,,,,2.4,3.4,,,
252.0,영광군,2019-10-26,13.0,11.5,2351.0,15.8,1.0,,,,,,,9.5,340.0,1317.0,5.3,340.0,1231.0,2.5,2162.0,360.0,6.7,52.0,1227.0,66.0,9.8,1015.4,1021.3,914.0,1018.4,1648.0,1019.9,11.0,1.8,1200.0,2.42,8.39,,,,,,8.0,3.6,14.9,9.8,16.0,16.5,18.0,18.3,,,,,,1.7,2.4,,,
252.0,영광군,2019-10-27,11.0,6.4,2359.0,16.5,1329.0,,,,,,,8.2,20.0,1249.0,4.5,20.0,1219.0,1.4,1214.0,360.0,5.5,42.0,1305.0,71.9,9.1,1015.6,1021.7,903.0,1018.7,1706.0,1020.1,10.9,9.4,1200.0,2.65,15.6,,,,,,2.0,0.1,14.5,6.5,14.4,15.1,16.8,17.3,,,,,,2.5,3.5,,,
252.0,영광군,2019-10-28,12.1,4.0,543.0,18.6,1326.0,,,,,,,7.2,230.0,1344.0,3.6,180.0,2324.0,1.4,1204.0,180.0,7.7,50.0,1242.0,77.3,10.6,1012.9,1020.2,113.0,1015.3,1532.0,1017.4,10.9,8.6,1100.0,2.45,15.01,,,,,,5.3,0.3,16.7,4.5,14.3,14.5,16.0,16.6,,,,,,2.5,3.5,,,
252.0,영광군,2019-10-29,14.8,10.1,2342.0,18.4,1356.0,,,,,,,9.0,290.0,1130.0,4.3,320.0,1339.0,1.8,1588.0,320.0,7.8,41.0,1348.0,65.5,10.7,1013.0,1020.6,2318.0,1014.9,339.0,1017.4,10.9,8.4,1300.0,2.5,15.06,,,,,,3.8,0.5,18.1,8.8,16.6,16.5,17.0,17.1,,,,,,2.8,3.9,,,
252.0,영광군,2019-10-30,11.1,6.4,649.0,17.6,1315.0,,,,,,,6.4,20.0,1309.0,3.1,360.0,1317.0,0.9,746.0,360.0,7.0,50.0,1235.0,78.0,10.0,1017.9,1023.8,905.0,1020.4,24.0,1022.4,10.8,10.1,1300.0,2.4,16.1,,,,,,3.0,0.0,16.5,6.5,15.0,15.2,16.6,16.9,,,,,,2.3,3.3,,,
252.0,영광군,2019-10-31,12.6,5.3,428.0,20.0,1344.0,,,,,,,6.0,250.0,1151.0,3.3,290.0,1453.0,0.9,749.0,110.0,9.7,57.0,1210.0,84.1,12.1,1017.7,1023.7,822.0,1021.0,1416.0,1022.2,10.8,9.9,1200.0,2.46,15.14,,,,,,0.9,0.0,16.6,5.5,14.8,14.9,16.1,16.5,,,,,,2.2,3.2,,,
252.0,영광군,2019-11-01,13.5,8.8,2358.0,21.2,1251.0,,,,,,,6.9,360.0,1335.0,3.9,20.0,1324.0,1.0,825.0,360.0,10.4,54.0,1552.0,83.0,12.7,1017.6,1023.4,946.0,1020.9,1450.0,1022.1,10.8,7.5,1200.0,2.27,13.48,,,,,,4.8,0.0,15.8,8.3,15.8,15.9,16.7,16.7,,,,,,2.2,3.1,,,
252.0,영광군,2019-11-02,13.8,6.9,425.0,22.1,1433.0,,,,,,,6.6,180.0,1103.0,3.6,160.0,1026.0,0.9,778.0,20.0,10.4,47.0,1435.0,82.4,12.7,1015.8,1022.4,818.0,1018.4,1619.0,1020.2,10.7,7.1,1300.0,2.0,10.64,,,,,,5.1,0.3,17.7,7.0,15.2,15.2,16.2,16.6,,,,,,1.7,2.4,,,
252.0,영광군,2019-11-03,13.5,9.1,2349.0,19.7,1356.0,,,,,,,6.7,20.0,1206.0,4.0,360.0,1206.0,1.1,980.0,360.0,9.9,46.0,1413.0,81.9,12.2,1015.2,1021.4,2216.0,1018.3,1413.0,1019.7,10.7,8.5,1200.0,2.35,13.6,,,,,,5.0,0.4,17.2,8.6,15.9,16.0,16.7,16.7,,,,,,2.1,3.1,,,
252.0,영광군,2019-11-04,12.8,6.4,702.0,20.6,1347.0,,,,,,,6.2,250.0,1340.0,3.6,250.0,1359.0,1.0,836.0,180.0,9.6,51.0,1503.0,83.4,12.0,1017.0,1023.2,844.0,1020.3,1437.0,1021.5,10.7,8.6,1100.0,2.19,13.69,,,,,,3.9,0.1,17.2,6.5,15.1,15.2,16.2,16.5,,,,,,1.9,2.8,,,
252.0,영광군,2019-11-05,11.8,6.5,641.0,18.8,1240.0,,,,,,,6.7,290.0,1503.0,3.7,320.0,1508.0,0.9,785.0,20.0,8.9,54.0,1158.0,85.4,11.5,1015.6,1021.9,839.0,1018.8,1729.0,1020.1,10.6,8.2,1200.0,2.38,14.27,,,,,,3.8,0.3,14.6,7.2,14.9,15.2,16.2,16.4,,,,,,2.1,3.0,,,
252.0,영광군,2019-11-06,11.1,4.2,627.0,18.8,1344.0,,,,,,,5.5,20.0,1353.0,3.4,20.0,1355.0,0.7,622.0,360.0,7.3,42.0,1329.0,81.0,10.3,1013.2,1019.8,825.0,1016.2,1434.0,1017.7,10.6,8.9,1100.0,2.29,13.86,,,,,,5.8,0.9,15.0,5.3,14.0,14.4,15.7,16.0,,,,,,2.3,3.2,,,
252.0,영광군,2019-11-07,10.9,6.3,2358.0,16.7,1146.0,,,,,,,9.4,360.0,1249.0,5.5,360.0,1415.0,1.6,1394.0,360.0,6.7,55.0,1352.0,77.1,9.9,1014.2,1021.0,2209.0,1016.5,43.0,1018.7,10.6,5.7,1300.0,1.94,10.06,,,,,,5.0,0.5,13.9,5.5,13.6,13.9,15.4,15.8,,,,,,1.7,2.4,,,
252.0,영광군,2019-11-08,7.5,2.3,618.0,13.4,1329.0,,,,,,,8.5,20.0,1225.0,5.6,20.0,1547.0,1.6,1393.0,360.0,2.0,37.0,1317.0,70.0,7.1,1017.3,1023.3,944.0,1020.7,1417.0,1021.9,10.5,10.1,1200.0,2.39,14.97,,,,,,1.0,0.0,10.6,2.2,11.3,12.1,14.2,14.9,,,,,,2.3,3.3,,,
252.0,영광군,2019-11-09,8.5,1.3,534.0,16.0,1314.0,,,,,,,7.9,20.0,1321.0,4.5,20.0,1423.0,1.2,1048.0,360.0,3.6,44.0,1056.0,73.6,8.1,1017.5,1024.1,913.0,1020.4,2353.0,1022.1,10.5,10.0,1200.0,2.29,14.34,,,,,,1.1,0.0,11.6,1.3,11.1,11.5,13.4,14.1,,,,,,2.2,3.2,,,
252.0,영광군,2019-11-10,10.2,3.0,314.0,16.0,1508.0,,,,,,10.4,18.1,290.0,2047.0,6.7,320.0,2050.0,2.0,1766.0,180.0,6.9,55.0,1141.0,82.0,10.1,1008.3,1020.4,1.0,1005.4,1844.0,1012.8,10.5,1.0,1100.0,1.2,6.05,,,,,,8.3,0.8,10.7,4.0,11.0,11.4,13.2,13.8,,,,,,1.5,2.1,,,
252.0,영광군,2019-11-11,13.3,8.8,2359.0,16.7,1205.0,,,,,,0.2,10.5,290.0,1355.0,5.6,320.0,1326.0,2.6,2254.0,320.0,8.2,63.0,1322.0,72.1,10.9,1009.2,1018.8,2344.0,1008.8,54.0,1013.6,10.5,2.6,1100.0,1.42,5.94,,,,,,4.6,0.9,12.7,7.9,12.7,12.7,13.7,13.9,,,,,,1.2,1.7,,,
252.0,영광군,2019-11-12,9.8,4.9,642.0,16.3,1227.0,,,,,,,5.0,20.0,1226.0,2.5,340.0,1216.0,1.0,825.0,140.0,6.3,46.0,1227.0,81.4,9.5,1016.8,1022.6,1047.0,1018.8,1.0,1021.3,10.4,8.8,1200.0,2.06,11.77,,,,,,4.3,1.3,12.0,5.0,11.8,12.0,13.3,13.6,,,,,,1.7,2.5,,,
252.0,영광군,2019-11-13,9.5,3.5,308.0,14.6,1439.0,,,,,,5.0,12.4,360.0,2146.0,5.3,360.0,2219.0,1.6,1355.0,230.0,6.8,64.0,2215.0,84.8,10.0,1014.8,1022.3,156.0,1015.1,1713.0,1019.4,10.4,0.1,1000.0,0.92,3.92,,,,,,7.3,1.4,9.3,3.7,10.6,11.0,12.6,13.1,,,,,,1.0,1.5,,,
252.0,영광군,2019-11-14,5.0,0.8,2348.0,10.1,50.0,,,,,,0.6,12.9,20.0,143.0,6.1,360.0,150.0,2.4,2050.0,20.0,-1.4,40.0,1558.0,64.5,5.6,1019.9,1026.9,1028.0,1021.7,104.0,1024.6,10.4,8.0,1200.0,2.29,13.18,,,,,,3.9,0.8,7.5,1.7,9.4,10.2,12.3,12.9,,,,,,1.7,2.5,,,
